id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
200,Alcazarquivir,Historical Conflict Event Dataset,1578,,,MA,,battlefield,300000835,,-5.9155369,35.0035307,,,,['Moroccan War'],,
201,Alcolea,Historical Conflict Event Dataset,1808,,,ES,,battlefield,300000835,,-2.9606844,36.9730578,,,,Napoleonic Wars (Peninsula Campaign),,
202,Alcolea,Historical Conflict Event Dataset,1868,,,ES,,battlefield,300000835,,-2.9606844,36.9730578,,,,Spanish Revolution,,
203,Alcoraz,Historical Conflict Event Dataset,1096,,,ES,,battlefield,300000835,,-0.5675011,42.1671802,,,,Early Christian Reconquest of Spain,,
204,Aldea del Ponte,Historical Conflict Event Dataset,1811,,,PT,,battlefield,300000835,,-6.8909318,40.4123563,,,,Napoleonic Wars (Peninsula Campaign),,
205,Aldenhoven,Historical Conflict Event Dataset,1793,,,DE,,battlefield,300000835,,6.2871221,50.8948824,,,,French Revolutionary Wars (1st Coaltion),,
206,Aldenhoven,Historical Conflict Event Dataset,1794,,,DE,,battlefield,300000835,,6.2871221,50.8948824,,,,French Revolutionary Wars (First Coaltion),,
207,Aldie,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-77.6418724,38.9756745,,,,American Civil War,,
208,Alegaon,Historical Conflict Event Dataset,1762,,,IN,,battlefield,300000835,,76.854799,20.3833858,,,,Maratha Wars of Succession,,
209,Alegria,Historical Conflict Event Dataset,1834,,,ES,,battlefield,300000835,,-2.5126835,42.8410353,,,,['Carlist War        '],,
210,Alegria del Pio,Historical Conflict Event Dataset,1956,,,CU,,battlefield,300000835,,-77.5223209,19.8996456,,,,['y Cuban Revolution        '],,
211,Aleksin,Historical Conflict Event Dataset,1472,,,RU,,battlefield,300000835,,37.0013226,54.5072013,,,,Russian Mongol Wars,,
212,Aleppo,Historical Conflict Event Dataset,0639,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Muslim Conquest of Syria,,
213,Aleppo,Historical Conflict Event Dataset,0962,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Later Byzantine-Muslim Wars,,
214,Aleppo,Historical Conflict Event Dataset,0969,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Later Byzantine-Muslim Wars,,
215,Aleppo,Historical Conflict Event Dataset,1086,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Byzantine-Turkish Wars,,
216,Aleppo,Historical Conflict Event Dataset,1260,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Mongol Invasion of the Middle East,,
217,Aleppo,Historical Conflict Event Dataset,1400,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,Conquests of Tamerlane,,
218,Aleppo,Historical Conflict Event Dataset,1918,,,SY,,battlefield,300000835,,37.1342603,36.2021047,,,,['World War'],,
219,Alesia,Historical Conflict Event Dataset,-0052,,,FR,,battlefield,300000835,,4.4986973,47.5391657,,,,Rome's Later Gallic Wars,,
220,Alessandria,Historical Conflict Event Dataset,1799,,,IT,,battlefield,300000835,,8.6116796,44.9072727,,,,"French Revolutionary Wars, 2nd Coalition",,
221,Alessandria,Historical Conflict Event Dataset,1174,,,IT,,battlefield,300000835,,8.6116796,44.9072727,,,,Wars of the Lombard League,,
222,Aleutians,Historical Conflict Event Dataset,1942,,,US,,battlefield,300000835,,172.6572956,52.877926,,,,['World War II'],,
223,Alexandria,Historical Conflict Event Dataset,-0048,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Wars of the First Triumvirate,,
224,Alexandria,Historical Conflict Event Dataset,0296,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Roman Military Civil Wars,,
225,Alexandria,Historical Conflict Event Dataset,0641,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Muslim Conquest of Egypt,,
226,Alexandria,Historical Conflict Event Dataset,0645,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Early Byzantine-Muslim Wars,,
227,Alexandria,Historical Conflict Event Dataset,1167,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Crusader Invasion of Egypt,,
228,Alexandria,Historical Conflict Event Dataset,1365,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Egyptian Crusade of Peter of Cyprus,,
229,Alexandria,Historical Conflict Event Dataset,1798,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,French Revolutionary Wars,,
230,Alexandria (st),Historical Conflict Event Dataset,1801,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,French Revolutionary Wars (Middle East),,
231,Alexandria (nd),Historical Conflict Event Dataset,1801,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,French Revolutionary Wars (Middle East),,
232,Alexandria,Historical Conflict Event Dataset,1807,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Napoleonic Wars (4th Coalition),,
233,Alexandria,Historical Conflict Event Dataset,1882,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,Arabi's Egyptian Rebellion,,
234,Alexandria,Historical Conflict Event Dataset,1941,,,EG,,battlefield,300000835,,29.9187387,31.2000924,,,,World War II,,
235,Alexandrovsk,Historical Conflict Event Dataset,1919,,,RU,,battlefield,300000835,,47.9496213,44.1952388,,,,Russian Civil War,,
236,Alexinatz,Historical Conflict Event Dataset,1876,,,RS,,battlefield,300000835,,21.6785139,43.5526413,,,,Serbo-Turkish War,,
237,Alfarrobeira,Historical Conflict Event Dataset,1986,,,PT,,battlefield,300000835,,-8.8613696,39.325794,,,,['Portuguese War'],,
238,Al Faw,Historical Conflict Event Dataset,1986,,,IQ,,battlefield,300000835,,47.9505417,30.0925375,,,,['Iraq-Iran War'],,
239,Al Faw,Historical Conflict Event Dataset,1988,,,IQ,,battlefield,300000835,,47.9505417,30.0925375,,,,['Iraq-Iran War'],,
240,Alford,Historical Conflict Event Dataset,1645,,,GB,,battlefield,300000835,,-2.7175207,57.2344245,,,,British Civil War,,
241,Algeciras,Historical Conflict Event Dataset,1309,,,ES,,battlefield,300000835,,-5.456233,36.1407591,,,,Later Christian Reconquest of Spain,,
242,Algeciras,Historical Conflict Event Dataset,1340,,,ES,,battlefield,300000835,,-5.456233,36.1407591,,,,Later Christian Reconquest of Spain,,
243,Algeciras,Historical Conflict Event Dataset,1343,,,ES,,battlefield,300000835,,-5.456233,36.1407591,,,,Later Christian Reconquest of Spain,,
244,Algeciras Bay,Historical Conflict Event Dataset,1801,,,ES,,battlefield,300000835,,-5.3867937,36.0445463,,,,French Revolutionary Wars (2nd Coaltion),,
245,Alghero,Historical Conflict Event Dataset,1353,,,IT,,battlefield,300000835,,8.3192949,40.5579517,,,,Aragon's Conquest of Sardinia,,
246,Algidus,Historical Conflict Event Dataset,-0431,,,IT,,battlefield,300000835,,12.778624,41.726677,,,,Wars of the Roman Republic,,
247,Algiers,Historical Conflict Event Dataset,1511,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,Spanish Colonial Wars in North Africa,,
248,Algiers,Historical Conflict Event Dataset,1541,,,DZ,,battlefield,300000835,,2.9992459,36.7392115,,,,Turkish Habsburg Wars,,
249,Algiers,Historical Conflict Event Dataset,1620,,,DZ,,battlefield,300000835,,2.9992459,36.7392115,,,,Corsair Wars,,
250,Algiers,Historical Conflict Event Dataset,1682,,,DZ,,battlefield,300000835,,2.9992459,36.7392115,,,,Franco-Barbary Wars,,
251,Algiers,Historical Conflict Event Dataset,1688,,,DZ,,battlefield,300000835,,2.9992459,36.7392115,,,,Franco-Barbary Wars,,
252,Algiers,Historical Conflict Event Dataset,1775,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,Spanish-Algerian Wars,,
253,Algiers,Historical Conflict Event Dataset,1783,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,Spanish-Algerian Wars,,
254,Algiers,Historical Conflict Event Dataset,1816,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,Corsair Wars,,
255,Algiers,Historical Conflict Event Dataset,1824,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,Corsair Wars,,
256,Algiers,Historical Conflict Event Dataset,1830,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,French Conquest of Algeria,,
257,Algiers,Historical Conflict Event Dataset,1942,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,['World War II'],,
258,Algiers,Historical Conflict Event Dataset,1956,,,DZ,,battlefield,300000835,,2.9992461,36.7389364,,,,['Algerian War'],,
259,Alhama,Historical Conflict Event Dataset,1482,,,ES,,battlefield,300000835,,-3.9891183,37.004066,,,,Final Christian Reconquest of Spain,,
260,Alhucemas,Historical Conflict Event Dataset,1925,,,MA,,battlefield,300000835,,-3.9317468,35.2445589,,,,Spanish Rif War,,
261,Alicante,Historical Conflict Event Dataset,1706,,,ES,,battlefield,300000835,,-0.4906855,38.3459963,,,,['y War of the                       Spanish Succession'],,
262,Alicante,Historical Conflict Event Dataset,1708,,,ES,,battlefield,300000835,,-0.4906855,38.3459963,,,,War of the Spanish Succession,,
263,Alicante,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-0.4906855,38.3459963,,,,Napoleonic Wars,,
264,Aligarh,Historical Conflict Event Dataset,1803,,,IN,,battlefield,300000835,,78.0880129,27.8973944,,,,2nd British Maratha War,,
265,Aligarh,Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,78.0880129,27.8973944,,,,Indian Mutiny,,
266,Alihuata,Historical Conflict Event Dataset,1933,,,PY,,battlefield,300000835,,-68.1939538,-16.5223722,,,,Chaco War,,
267,Ali Kheyl,Historical Conflict Event Dataset,1984,,,AF,,battlefield,300000835,,69.6879744,33.9418913,,,,Afghan Civil War,,
268,Ali Masjid,Historical Conflict Event Dataset,1839,,,PK,,battlefield,300000835,,71.254813,34.0332698,,,,['Afghan War                                            '],,
269,Ali Masjid,Historical Conflict Event Dataset,1842,,,PK,,battlefield,300000835,,71.254813,34.0332698,,,,['Afghan War'],,
270,Ali Masjid,Historical Conflict Event Dataset,1878,,,PK,,battlefield,300000835,,71.254813,34.0332698,,,,['Afghan War'],,
271,Aliwal,Historical Conflict Event Dataset,1846,,,IN,,battlefield,300000835,,75.610665,30.9449179,,,,1st British-Sikh War,,
272,Aljubarrota,Historical Conflict Event Dataset,1385,,,PT,,battlefield,300000835,,-8.9295841,39.5661854,,,,Portuguese-Castillian Wars,,
273,Alkalawa,Historical Conflict Event Dataset,1806,,,NG,,battlefield,300000835,,12.4566878,9.2659561,,,,Rise of Sokoto,,
274,Al Khufrah,Historical Conflict Event Dataset,1931,,,LY,,battlefield,300000835,,23.2598362,24.1325679,,,,Italo-Senussi War,,
275,Alkmaar,Historical Conflict Event Dataset,1573,,,NL,,battlefield,300000835,,4.7533754,52.6323813,,,,['Netherlands War'],,
276,Alkmaar,Historical Conflict Event Dataset,1799,,,NL,,battlefield,300000835,,4.7533754,52.6323813,,,,French Revolutionary Wars (2nd Coalition),,
277,Allatoona,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-84.7252938,34.1331022,,,,American Civil War,,
278,Allemans Nek,Historical Conflict Event Dataset,1900,,,ZA,,battlefield,300000835,,27.5692231,-28.1090514,,,,Boer War,,
279,Allia,Historical Conflict Event Dataset,-0390,,,IT,,battlefield,300000835,,12.5660623,41.9589748,,,,Gallic Invasion of Italy,,
280,Alma,Historical Conflict Event Dataset,1854,,,UA,,battlefield,300000835,,33.9378346,44.8264986,,,,['Crimean War'],,
281,Almaden,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,-4.8326215,38.7744644,,,,Napoleonic Wars,,
282,Almanza,Historical Conflict Event Dataset,1707,,,ES,,battlefield,300000835,, -1.093694,38.874444,,,,['y War of the Spanish                '],,
283,Almaraz,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-5.6752957,39.814327,,,,Napoleonic Wars (Peninsula Campaign),,
284,Almazan,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,-2.5594214,41.5128836,,,,Napoleonic Wars (Peninsula Campaign),,
285,Almeida,Historical Conflict Event Dataset,1762,,,PT,,battlefield,300000835,,-6.9055942,40.7254048,,,,Seven Years War,,
286,Almeida,Historical Conflict Event Dataset,1810,,,PT,,battlefield,300000835,,-6.9055942,40.7254048,,,,Napoleonic Wars (Peninsula Campaign),,
287,Almeida,Historical Conflict Event Dataset,1811,,,PT,,battlefield,300000835,,-6.9055942,40.7254048,,,,Napoleonic Wars (Peninsula Campaign),,
288,Almenar,Historical Conflict Event Dataset,1082,,,ES,,battlefield,300000835,,0.5680948,41.7970523,,,,Early Christian Reconquest of Spain,,
289,Almenar,Historical Conflict Event Dataset,1710,,,ES,,battlefield,300000835,,0.5680948,41.7970523,,,,War of the Spanish Succession,,
290,Almeria,Historical Conflict Event Dataset,1309,,,ES,,battlefield,300000835,,-2.4637136,36.834047,,,,Later Christian Reconquest of Spain,,
291,Almeria,Historical Conflict Event Dataset,1489,,,ES,,battlefield,300000835,,-2.4637136,36.834047,,,,Later Christian Reconquest of Spain,,
292,Almodovar del Rio,Historical Conflict Event Dataset,1091,,,ES,,battlefield,300000835,,-3.6054532,40.3862211,,,,Early Christian Reconquest of Spain,,
293,Almolonga,Historical Conflict Event Dataset,1823,,,GT,,battlefield,300000835,,-91.4942426,14.8143789,,,,Mexican Civil Wars,,
294,Almonacid,Historical Conflict Event Dataset,1809,,,ES,,battlefield,300000835,,-3.8534422,39.753623,,,,Napoleonic Wars (Peninsula Campaign),,
295,Almorah,Historical Conflict Event Dataset,1815,,,IN,,battlefield,300000835,,79.646666,29.5892407,,,,British Gurkha Wars,,
296,AlMukhtara,Historical Conflict Event Dataset,0883,,,IQ,,battlefield,300000835,,48.1220583,30.4399196,,,,Zandj Slave Rebellion,,
297,Alnwick,Historical Conflict Event Dataset,1093,,,GB,,battlefield,300000835,,-1.706299,55.412744,,,,Anglo-Scottish Territorial Wars,,
298,Alnwick,Historical Conflict Event Dataset,1174,,,GB,,battlefield,300000835,,-1.706299,55.412744,,,,Anglo-Norman Rebellion,,
299,Alnwick,Historical Conflict Event Dataset,1462,,,GB,,battlefield,300000835,,-1.706299,55.412744,,,,Wars of the Roses,,
300,Alost,Historical Conflict Event Dataset,1128,,,BE,,battlefield,300000835,,4.0409517,50.9378101,,,,War of Flemish Succession,,
301,Alpens,Historical Conflict Event Dataset,1873,,,ES,,battlefield,300000835,,2.1014619,42.1189496,,,,['Carlist War'],,
302,Alporchones,Historical Conflict Event Dataset,1452,,,ES,,battlefield,300000835,,-1.702222,37.6741557,,,,Later Christian Reconquest of Spain,,
303,Alresford,Historical Conflict Event Dataset,1644,,,GB,,battlefield,300000835,,-1.1655575,51.0856236,,,,British Civil Wars,,
304,Alsace,Historical Conflict Event Dataset,1944,,,FR,,battlefield,300000835,,7.4416241,48.3181795,,,,['World War II'],,
305,Al Safra,Historical Conflict Event Dataset,1812,,,SA,,battlefield,300000835,,39.0603544,24.088825,,,,Ottoman Saudi War 1811,,
306,Alsasua,Historical Conflict Event Dataset,1834,,,ES,,battlefield,300000835,,-2.1708139,42.8956348,,,,1st Carlist War,,
307,Alsen,Historical Conflict Event Dataset,1864,,,DK,,battlefield,300000835,,9.7150676,54.9680107,,,,2nd Schleswig Holstein War,,
308,Alta,Historical Conflict Event Dataset,1019,,,UA,,battlefield,300000835,,31.3596998,50.1430119,,,,Russian Dynastic Wars,,
309,Alta,Historical Conflict Event Dataset,1068,,,UA,,battlefield,300000835,,31.3596998,50.1430119,,,,Russian Dynastic Wars,,
310,Altafulla,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,1.3806902,41.1469855,,,,Napoleonic Wars (Peninsula Campaign),,
311,Altenberg,Historical Conflict Event Dataset,1813,,,DE,,battlefield,300000835,,13.7578889,50.7639531,,,,['(War of Liberation'],,
312,Alten Fjord,Historical Conflict Event Dataset,1943,,,NO,,battlefield,300000835,,15.211299,59.2713081,,,,"['World War II', '(War at Sea']",,
313,Altenkirchen (st),Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,7.645556,50.687222,,,,French Revolutionary Wars (1st Coalition),,
314,Altenkirchen (nd),Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,7.645556,50.687222,,,,French Revolutionary Wars (1st Coalition),,
315,Altenkirchen,Historical Conflict Event Dataset,1797,,,DE,,battlefield,300000835,,7.645556,50.687222,,,,French Revolutionary Wars (1st Coalition),,
316,Alte Veste,Historical Conflict Event Dataset,1632,,,DE,,battlefield,300000835,,10.885377,48.6651396,,,,['Swedish War'],,
317,Altimarlach,Historical Conflict Event Dataset,1680,,,GB,,battlefield,300000835,,-3.147,53.456,,,,Scottish Clan Wars,,
318,Altmark Incident,Historical Conflict Event Dataset,1940,,,NO,,battlefield,300000835,,6.3476845,58.3181142,,,,['World War II'],,
319,Alto de Leon,Historical Conflict Event Dataset,1936,,,ES,,battlefield,300000835,,-4.1515326,40.7114043,,,,['Civil War'],,
320,Alto de Quilo,Historical Conflict Event Dataset,1814,,,CL,,battlefield,300000835,,-71.0770881,-32.5527589,,,,['Chilean War'],,
321,Alton,Historical Conflict Event Dataset,1643,,,GB,,battlefield,300000835,,-0.964369,51.158222,,,,British Civil Wars,,
322,Altona,Historical Conflict Event Dataset,1714,,,DE,,battlefield,300000835,,9.8745558,53.57916,,,,['Northern War                                          '],,
323,Altopascio,Historical Conflict Event Dataset,1325,,,IT,,battlefield,300000835,,10.6530736,43.8156249,,,,Guelf-Ghibbeline Wars,,
324,Alvsborg,Historical Conflict Event Dataset,1563,,,SE,,battlefield,300000835,,11.857915,57.6730707,,,,['Nordic Seven Years               War'],,
325,Alvsborg,Historical Conflict Event Dataset,1612,,,SE,,battlefield,300000835,,11.857915,57.6730707,,,,War of Kalmar,,
326,Amadiye,Historical Conflict Event Dataset,1973,,,,,battlefield,300000835,,35.807248,32.90485,,,,Yom Kippur War,,
327,Amakusa,Historical Conflict Event Dataset,1638,,,JP,,battlefield,300000835,,130.1933908,32.4585041,,,,Japanese Christian Uprising,,
328,Amalinda,Historical Conflict Event Dataset,1818,,,ZA,,battlefield,300000835,,27.8692376,-32.9918907,,,,Xhosa Civil War,,
329,Amara,Historical Conflict Event Dataset,1915,,,IQ,,battlefield,300000835,,47.1459597,31.8496076,,,,['World War I'],,
330,Amara,Historical Conflict Event Dataset,1983,,,IQ,,battlefield,300000835,,47.1459597,31.8496076,,,,['Iraq-Iran War       '],,
331,Amarante,Historical Conflict Event Dataset,1809,,,PT,,battlefield,300000835,,-8.0826488,41.2696357,,,,Napoleonic Wars (Peninsula Campaign),,
332,Amba Alagi,Historical Conflict Event Dataset,1895,,,ET,,battlefield,300000835,,39.5412452,12.9833538,,,,1st Italo-Ethiopian War,,
333,Amba Alagi,Historical Conflict Event Dataset,1941,,,ET,,battlefield,300000835,,39.5412452,12.9833538,,,,['World War II'],,
334,Amba Aradam,Historical Conflict Event Dataset,1936,,,ET,,battlefield,300000835,,39.513897,13.331879,,,,['Ethiopian War'],,
335,Ambela,Historical Conflict Event Dataset,1863,,,PK,,battlefield,300000835,,72.4790696,34.401272,,,,Pathan Rising,,
336,Amberg,Historical Conflict Event Dataset,1745,,,DE,,battlefield,300000835,,11.8633445,49.4403198,,,,['y War of the Austrian   Succession'],,
337,Amberg,Historical Conflict Event Dataset,1796,,,DE,,battlefield,300000835,,11.8633445,49.4403198,,,,French Revolutionary Wars (1st Coalition),,
338,Ambleve,Historical Conflict Event Dataset,0716,,,BE,,battlefield,300000835,,5.73549,50.4317272,,,,Rise of Charles Martel,,
339,Ambon,Historical Conflict Event Dataset,1605,,,ID,,battlefield,300000835,,128.1054495,-3.6255302,,,,Dutch-Portuguese Colonial Wars,,
